Name,src,target
000168,"we would like to know what you think about working in a rehabilitation company
I am a positive person and believe in people's own possibilites and respect for integrity
tell me about your education?
I have an education in sociologi
 what do you know about us?
 I know you as a company with a positive attitude to employees
", when can you start?
000169,"why are you applying for this job?
 I am unemployed.
", What have you been doing before?
000170,"why are you applying for this job?
 I am unemployed.
 What have you been doing before?
 I have been working as secretary
",do you have an education for administration?
000171,"why are you applying for this job?
 I am unemployed.
 What have you been doing before?
 I have been working as secretary
do you have an education for administration?
 no, but I learn quickly
",what are your strongast characteristics?
000172," what makes you interested in working in a nursery school?
 I like children an I am very patient
", do you have any experience from working with children
000173," what makes you interested in working in a nursery school?
 I like children an I am very patient
 do you have any experience from working with children
 no but I always had to take care of my brothers and sisters
", do you  have any references that can prove your personality?
000174," what makes you interested in working in a nursery school?
 I like children an I am very patient
 do you have any experience from working with children
 no but I always had to take care of my brothers and sisters
 do you  have any references that can prove your personality?
 yes my teachers from high school 
", when can you start?
000175,"will you be our next employee?
 that is what I hope
",what qualifications do you have ?
000176,"will you be our next employee?
 that is what I hope
what qualifications do you have ?
 I just finished school, but I am fluent in different languages like french and german
", how familiar are you with administrative IT-programs?
000177,"will you be our next employee?
 that is what I hope
what qualifications do you have ?
 I just finished school, but I am fluent in different languages like french and german
 how familiar are you with administrative IT-programs?
 I have primarily worked in windows programs like word
", how long have you been in Sweden?
000178," you want to work as laboratory assistant. Is that correct?
 Yes it has always been my dream to analyse specimen
", do you have education for this job and experience?
000179," you want to work as laboratory assistant. Is that correct?
 Yes it has always been my dream to analyse specimen
 do you have education for this job and experience?
 I just got my diploma after examination but have no practical experience
", what do you know about our company?
000180," you want to work as laboratory assistant. Is that correct?
 Yes it has always been my dream to analyse specimen
 do you have education for this job and experience?
 I just got my diploma after examination but have no practical experience
 what do you know about our company?
 I have studied your webpage and it seems like a good working place.
"," we belong to a union, are you member of a union?"
000181," I see you have applied for a job as car mechanic
 Yes I always loved to cars.
", Have you any experience since before?
000182," I see you have applied for a job as car mechanic
 Yes I always loved to cars.
 Have you any experience since before?
 My father is a mechanical working in his own garage, and I have often helped him
", are you updated with the latest technology for cars?
000183," I see you have applied for a job as car mechanic
 Yes I always loved to cars.
 Have you any experience since before?
 My father is a mechanical working in his own garage, and I have often helped him
 are you updated with the latest technology for cars?
 quite well
", how would you describe yourself?
000184,"I see you have long experience of working in hospitals. How do you describe your personality?
I am kind and caring. I am considerate towards patients and detail oriented.
"," this job can be quite heavy, are you physically prepared for this?"
000185,"I see you have long experience of working in hospitals. How do you describe your personality?
I am kind and caring. I am considerate towards patients and detail oriented.
 this job can be quite heavy, are you physically prepared for this?
 Yes I am strong but I presume I will work together with a colleague.
", Are you prepared to work full time or part time?
000186,"I see you have long experience of working in hospitals. How do you describe your personality?
I am kind and caring. I am considerate towards patients and detail oriented.
 this job can be quite heavy, are you physically prepared for this?
 Yes I am strong but I presume I will work together with a colleague.
 Are you prepared to work full time or part time?
 I can adjust to your needs
", how old are you?
000187," what make you think you will be a good fireman?
 I have a good physique and I have no problems working night shifts.
", Do you have a family?
000188," what make you think you will be a good fireman?
 I have a good physique and I have no problems working night shifts.
 Do you have a family?
 Yes a wife and two children
", have you any experience before?
000189," what make you think you will be a good fireman?
 I have a good physique and I have no problems working night shifts.
 Do you have a family?
 Yes a wife and two children
 have you any experience before?
yes, but not from this area
", will you accept a trial period of 6 months?
000190," You have applied to a position as police man? What makes you think you could work as a police man
 I have the education and has worked 4 years in another town.
", are you aware of the working hours in this position?
000191," You have applied to a position as police man? What makes you think you could work as a police man
 I have the education and has worked 4 years in another town.
 are you aware of the working hours in this position?
 Yes.
", describe your strongest personality trait
000192," You have applied to a position as police man? What makes you think you could work as a police man
 I have the education and has worked 4 years in another town.
 are you aware of the working hours in this position?
 Yes.
 describe your strongest personality trait
 I am calm and have a strong mind
", and you weak sides?
000193," you are looking for a job as contrution worker. Why are you applying this job?
 I have heard you have a code of conduct that would fit me
", How would you descibe a perfect manager?
000194," you are looking for a job as contrution worker. Why are you applying this job?
 I have heard you have a code of conduct that would fit me
 How would you descibe a perfect manager?
 a person who is strict and fair
", in what area of construction have you worked before?
000195," you are looking for a job as contrution worker. Why are you applying this job?
 I have heard you have a code of conduct that would fit me
 How would you descibe a perfect manager?
 a person who is strict and fair
 in what area of construction have you worked before?
 house building as a bricklayer
", are you used to work overtime?
000196," What's your best experience from your previous jobs?
 I used to work at a small firm where we had a very tight team. It felt like a group of friends who happened to work together.
"," I understand, because that's how I feel about working here!"
000197," What's your best experience from your previous jobs?
 In my second job at IKEA I had a really nice manager that I clicked with.
", Tell me a little more about what was good about that.
000198," What's your best experience from your previous jobs?
 In my last job I had a very experienced senior who taught me a lot about programming.
", Did you work closely together with this person for a long time? What was the most valuably lesson they taught you?
000199," What's your best experience from your previous jobs?
 I worked in a place where I had a lot of freedom in my working hours. I liked being able to set my own schedule sometimes.
"," That sounds nice, but I'm not sure we can offer that flexibility here."
000200," What's your best experience from your previous jobs?
 I recently had a temporary position as event organiser which I thought was super fun, although challenging at times.
", What made it challenging? And what did you learn? 
000201," What's your best experience from your previous jobs?
 I don't know
"," Okay, I see. What about your best colleague?"
000202," What's your best experience from your previous jobs?
 I don't know
 Okay, I see. What about your best colleague?
 I worked with a really cool girl in my last job. 
", What about her was cool?
000203," What's your best experience from your previous jobs?
 When I worked for a political party when I was young. 
", What made it a good experience?
000204," What's your best experience from your previous jobs?
 When I worked for a political party when I was young. 
 What made it a good experience?
 It felt like a community and it was very meaningful for me to work there.
", That sounds inspirational!
000205," What's your best experience from your previous jobs?
 I worked with software testing of an app when I was a student. It was my first real job experience and I learnt a lot.
", What kind of sofware did you test? What was the app called?
000206," What's your best experience from your previous jobs?
 I had a part time job when I finished my studies, and it was really nice to get a foot into the job market before I was actually finished.
", What kind of a part time job was it?
000207," What's your best experience from your previous jobs?
 When I lived in Canada, I worked as a cleaner at a small family business. Everyone was very friendly and it was always fun to go to work.
", Would you say that you felt at home there?
000208," What makes you fit well as a police?
 I think that I am very good at talking to people in difficult situations. I am good at being calm even though I am in a pressed situation.
"," Okay, can you describe a situation where you had to stay calm?"
000209," What makes you fit well as a construction worker?
 I've always been good at working physically. I think it's fun.
", What about it makes it fun? Are you also good at working with others?
000210," What makes you a good shop clerk?
 I am organised and have a good memory, so I am good at helping customers find what they are looking for.
", That sounds good. And how are you with people?
000211," What makes you a good shop clerk?
 I am organised and have a good memory, so I am good at helping customers find what they are looking for.
 That sounds good. And how are you with people?
 In what way?
", I am wondering if you think of yourself as a social person?
000212," What makes you fit well as a taxi driver?
 I'm good at driving cars. 
"," Okay, for how long have you had your license?"
000213," What makes you fit well as a nurse?
 I am friendly with people, and am very good at calming sick people.
", How do you handle someone who isn't calm?
000214," What makes you fit well as a nurse?
 I am friendly with people, and am very good at calming sick people.
 How do you handle someone who isn't calm?
 I carefully explain what is going on and explain the medical procedure.
", And if that does not work?
000215," What makes you fit well as a teacher?
 I find value in teaching others.
", Do you ever have any problem when people don't want to learn?
000216," What makes you fit well as a doctor?
 I'm very intelligent and to cure sick people is what drives me. It's something I've dreamed of since I was a child.
", So you take a lot of pride in your work?
000217," What makes you fit well as a chef?
 I have always loved cooking food. 
", For how long have you worked in the kitchen? 
000218," What makes you fit well as a waiter?
 I have fast reflexes and like when things are fast paced.
", And how do you handle stress when things are hectic for a long time?
